""	"input"	"filtered"	"denoised"	"merged"	"tabled"
"210"	6094	642	603	577	577
"211"	15650	1976	1924	1882	1882
"212"	23957	2824	2708	2649	2649
"213"	27552	2901	2861	2758	2758
"214"	11931	1391	1350	1295	1295
"215"	5929	276	204	203	203
"216"	12457	1503	1456	1392	1392
"217"	9777	1171	1125	1092	1092
"218"	4898	217	178	162	162
"219"	22960	2467	2330	2166	2166
"220"	12883	1484	1392	1325	1325
"221"	5340	623	597	567	567
"222"	11043	820	751	662	662
"223"	4293	515	479	438	438
"224"	16323	2058	2022	1966	1966
"225"	4741	287	235	201	201
"226"	5796	418	365	326	326
"227"	3692	138	128	122	122
"228"	6380	612	586	576	576
"229"	5143	289	245	242	242
"230"	6866	292	232	229	229
"231"	3557	261	229	222	222
"232"	20191	2482	2198	1707	1707
"233"	7501	1005	979	960	960
"234"	8856	500	444	422	422
"235"	3276	222	181	151	151
"236"	4261	247	197	189	189
"237"	4427	200	152	147	147
"238"	11591	1215	1163	984	984
"239"	1526	77	64	55	55
"240"	1801	52	30	30	30
"241"	1490	37	26	26	26
"242"	635	25	10	10	10
"243"	4304	144	116	113	113
"244"	9635	1187	1139	1076	1076
"245"	1481	69	62	51	51
"246"	1233	27	20	18	18
"247"	7357	491	401	390	390
"248"	6922	316	263	256	256
"249"	4742	261	221	213	213
"250"	1515	14	3	3	3
"251"	1968	41	34	34	34
"252"	3337	137	117	108	108
"253"	1242	18	13	9	9
"254"	5874	457	383	365	365
"255"	3498	146	119	116	116
"256"	2271	81	69	66	66
"257"	7474	531	474	447	447
"258"	1191	23	17	15	15
"259"	6034	498	441	321	321
"260"	701	28	24	14	14
"261"	11958	1014	967	953	953
"262"	770	11	5	0	0
"263"	14943	1559	1461	1321	1321
"264"	7910	584	529	504	504
"265"	10158	938	868	851	851
"266"	13271	1117	1032	1001	1001
"267"	13608	1823	1796	1764	1764
"268"	7796	495	403	393	393
"269"	13760	1270	1203	1161	1161
"270"	23515	2520	2371	2254	2254
"271"	3307	312	298	292	292
"272"	20967	2725	2676	2611	2611
"273"	5873	195	156	145	145
"274"	849	24	21	21	21
"275"	3123	110	78	68	68
"276"	7321	401	351	319	319
"277"	2665	224	189	143	143
"278"	4949	507	481	467	467
"279"	16193	1577	1479	1455	1455
"280"	7347	1091	1075	968	968
"281"	7076	630	567	538	538
"282"	5556	443	399	377	377
"283"	8151	624	591	552	552
"284"	10291	667	598	531	531
"285"	7394	582	521	465	465
"286"	2503	115	101	98	98
"287"	6317	899	883	818	818
"288"	713	35	23	11	11
"289"	3729	146	121	112	112
"290"	2841	138	93	82	82
"291"	233	13	8	6	6
"292"	7529	454	399	394	394
"293"	5977	237	194	192	192
"294"	4180	241	194	184	184
"295"	9954	697	652	638	638
"296"	13415	1209	1121	1079	1079
"297"	3784	216	177	165	165
"298"	5235	126	78	76	76
"299"	9464	440	393	368	368
"300"	2484	102	84	76	76
"301"	6362	789	738	703	703
"302"	3881	158	99	93	93
"303"	7183	250	226	219	219
"304"	1997	59	47	47	47
"305"	7175	442	383	378	378
"306"	6846	379	334	324	324
"307"	7630	537	459	457	457
"308"	20019	2400	2311	2254	2254
"309"	3035	154	114	97	97
"310"	6709	604	544	536	536
"311"	8624	705	606	602	602
"312"	4490	178	138	126	126
"313"	5763	530	487	467	467
"314"	2431	119	86	83	83
"315"	3905	221	204	170	170
"316"	4746	144	116	113	113
"317"	2220	58	52	47	47
"318"	14532	1493	1393	1222	1222
"319"	4442	202	160	155	155
"320"	3394	145	130	127	127
"321"	12857	1402	1219	1052	1052
"322"	21459	2320	2061	1788	1788
"323"	3067	168	118	109	109
"324"	13380	1601	1401	1109	1109
"325"	3583	203	155	147	147
"326"	26994	3533	2916	1448	1448
"327"	3648	335	290	253	253
"328"	4871	409	383	383	383
"329"	5897	584	517	411	411
"330"	33318	4351	4258	4011	4011
"331"	6916	492	436	421	421
"332"	9351	614	547	519	519
"333"	19567	1248	1162	1091	1091
"334"	2105	153	138	130	130
"335"	4881	393	327	305	305
"336"	4897	256	207	195	195
"337"	3252	440	407	335	335
"338"	4747	339	304	258	258
"339"	3425	187	106	102	102
"340"	10864	1149	995	880	880
"341"	54319	49280	48562	43182	43182
"342"	10904	9929	9713	9546	9546
"343"	17964	16071	15787	15570	15570
"344"	19345	16810	16259	15722	15722
"345"	8397	6553	6365	6291	6291
"346"	26277	23331	22681	21420	21420
"347"	14741	12460	11945	11379	11379
"348"	26596	25047	24721	24011	24011
"349"	24548	22615	22313	22149	22149
"350"	29488	27470	27231	27072	27072
"351"	15886	14033	13727	13634	13634
"352"	25309	23209	22873	22673	22673
"353"	16674	14664	14472	14353	14353
"354"	10219	9118	8826	8697	8697
"355"	32583	30326	28968	25607	25607
"356"	32491	29334	28525	26572	26572
"357"	31344	28828	28010	25929	25929
"358"	33814	31557	31079	30357	30357
"359"	23656	21205	20192	18009	18009
"360"	40283	35735	35163	31571	31571
"361"	35435	33558	32730	30586	30586
"362"	33408	31010	30119	27996	27996
"363"	19382	17805	17717	17427	17427
"364"	12068	11075	10974	10680	10680
"365"	18151	16334	15772	14150	14150
"366"	27301	26319	26200	25918	25918
"367"	22555	16954	16268	14629	14629
"368"	19989	16780	16202	15133	15133
"369"	30715	26695	25524	22297	22297
"370"	10088	7917	7589	7462	7462
"371"	24592	22177	21877	21739	21739
"372"	15284	14264	14086	13958	13958
"373"	11799	11444	11334	11272	11272
"374"	15218	12298	12058	11924	11924
"375"	23058	21348	20839	19901	19901
"376"	8523	4951	4656	4575	4575
"377"	29857	26541	25931	24183	24183
"378"	7266	4133	3715	3662	3662
"379"	6059	4932	4732	4693	4693
"380"	16419	14952	14776	14688	14688
"381"	24164	20571	20296	20189	20189
"382"	27499	19679	19531	19429	19429
"383"	11758	10436	10312	10260	10260
"384"	4666	2184	1872	1830	1830
"385"	12469	10974	10798	10717	10717
"386"	10069	8693	8476	8430	8430
"387"	4276	1445	1296	1225	1225
"388"	23667	16671	16463	16180	16180
"389"	13056	10855	10715	10596	10596
"390"	5610	4874	4773	4700	4700
"391"	10696	6574	6244	6175	6175
"392"	4259	3712	3634	3595	3595
"393"	16769	15574	15441	15366	15366
"394"	4292	2195	1924	1851	1851
"395"	4678	2830	2661	2640	2640
"396"	3365	940	828	818	818
"397"	5960	4760	4585	4561	4561
"398"	4757	2230	1976	1947	1947
"399"	5223	1932	1697	1662	1662
"400"	3588	1849	1668	1623	1623
"401"	20692	18270	17527	15974	15974
"402"	8244	7807	7698	7667	7667
"403"	7229	4118	3801	3751	3751
"404"	2834	1680	1469	1388	1388
"405"	3739	1935	1729	1641	1641
"406"	4152	1483	1264	1215	1215
"407"	11495	9177	8900	8188	8188
"408"	1592	774	693	691	691
"409"	1452	401	299	279	279
"410"	1075	283	228	228	228
"411"	617	157	137	133	133
"412"	3438	1084	934	917	917
"413"	10248	8868	8701	8641	8641
"414"	1493	509	479	469	469
"415"	926	201	171	169	169
"416"	7120	3706	3242	3195	3195
"417"	5489	2009	1814	1769	1769
"418"	4290	1645	1424	1415	1415
"419"	963	133	88	86	86
"420"	1610	359	300	298	298
"421"	2428	958	841	826	826
"422"	1016	246	171	168	168
"423"	5022	3306	3033	2934	2934
"424"	2637	1143	972	970	970
"425"	1793	573	515	488	488
"426"	6249	3783	3552	3511	3511
"427"	999	168	150	149	149
"428"	5663	3761	3640	3581	3581
"429"	605	189	182	180	180
"430"	11566	7363	7138	6991	6991
"431"	559	112	74	72	72
"432"	13788	10954	10748	10587	10587
"433"	6868	4487	4176	4139	4139
"434"	9452	6654	6394	6324	6324
"435"	12463	8816	8387	8306	8306
"436"	14134	13802	13748	13700	13700
"437"	6515	3604	3286	3259	3259
"438"	13174	9168	8946	8868	8868
"439"	22883	18681	18279	18036	18036
"440"	3150	2297	2168	2163	2163
"441"	21117	19802	19665	19556	19556
"442"	4176	1522	1318	1311	1311
"443"	731	209	178	178	178
"444"	2603	897	722	696	696
"445"	6096	2844	2629	2604	2604
"446"	2620	1630	1545	1538	1538
"447"	4819	3869	3742	3683	3683
"448"	86	25	19	19	19
"449"	14960	11654	11261	11169	11169
"450"	8278	8010	7983	7954	7954
"451"	6365	4485	4244	4148	4148
"452"	4890	3195	2987	2973	2973
"453"	7565	4509	4257	4222	4222
"454"	8340	4973	4756	4737	4737
"455"	6682	4468	4208	4129	4129
"456"	1898	845	721	713	713
"457"	6663	6418	6383	6365	6365
"458"	563	256	229	221	221
"459"	2669	994	819	801	801
"460"	2290	858	688	673	673
"461"	219	118	92	92	92
"462"	5494	3143	2944	2894	2894
"463"	4298	1613	1436	1420	1420
"464"	3475	1731	1577	1540	1540
"465"	7928	5035	4781	4716	4716
"466"	11688	8897	8537	8432	8432
"467"	131	17	13	13	13
"468"	3159	1649	1458	1440	1440
"469"	3870	777	554	551	551
"470"	8020	3260	3010	2982	2982
"471"	2019	798	704	693	693
"472"	6886	6387	6248	6209	6209
"473"	3441	1081	826	797	797
"474"	5203	1765	1324	1263	1263
"475"	1573	468	331	320	320
"476"	5879	2959	2734	2710	2710
"477"	5973	2813	2575	2548	2548
"478"	7218	4109	3759	3729	3729
"479"	19938	17121	16927	16649	16649
"480"	2760	1207	1049	1013	1013
"481"	6655	4645	4364	4325	4325
"482"	7765	5083	4690	4654	4654
"483"	3487	1223	1055	1044	1044
"484"	5331	3912	3763	3711	3711
"485"	2057	822	749	688	688
"486"	3468	1376	1297	1243	1243
"487"	3372	966	803	797	797
"488"	1545	362	331	320	320
"489"	13830	11125	10758	10464	10464
"490"	3749	1428	1198	1190	1190
"491"	2679	1056	826	823	823
"492"	12634	10183	9628	8717	8717
"493"	21308	16965	16207	15231	15231
"494"	2494	1219	953	870	870
"495"	14065	12463	11739	10563	10563
"496"	2861	1486	1261	1195	1195
"497"	28471	26246	24191	18767	18767
"498"	3455	2398	2266	2202	2202
"499"	4588	3276	3158	3144	3144
"500"	5902	4394	4083	3833	3833
"501"	36067	32760	32494	32205	32205
"502"	6320	3497	3290	3222	3222
"503"	7662	4242	3938	3861	3861
"504"	18294	7585	7299	7219	7219
"505"	3005	953	882	879	879
"506"	4515	2939	2760	2674	2674
"507"	3838	1784	1563	1550	1550
"508"	3906	3501	3418	3343	3343
"509"	4452	2530	2384	2360	2360
"510"	3248	1497	1219	1138	1138
"511"	10289	8181	7654	7246	7246
